Gene	M_19W_embryo1_26_sc1	M_19W_embryo1_26_sc2	M_19W_embryo1_26_sc3	M_19W_embryo1_26_sc4	M_19W_embryo1_26_sc5	M_19W_embryo1_26_sc6	M_19W_embryo1_26_sc7	M_19W_embryo1_26_sc8	M_19W_embryo1_26_sc9	M_19W_embryo1_26_sc10	M_19W_embryo1_26_sc11	M_19W_embryo1_26_sc12	M_19W_embryo1_26_sc13	M_19W_embryo1_26_sc14	M_19W_embryo1_26_sc15	M_19W_embryo1_26_sc16	M_19W_embryo1_26_sc17	M_19W_embryo1_26_sc18	M_19W_embryo1_26_sc19	M_19W_embryo1_26_sc20	M_19W_embryo1_26_sc21	M_19W_embryo1_26_sc22	M_19W_embryo1_26_sc24	M_19W_embryo1_26_sc25	M_19W_embryo1_26_sc26	M_19W_embryo1_26_sc27	M_19W_embryo1_26_sc28	M_19W_embryo1_26_sc29	M_19W_embryo1_26_sc30	M_19W_embryo1_26_sc31	M_19W_embryo1_26_sc32	M_19W_embryo1_26_sc33	M_19W_embryo1_26_sc35	M_19W_embryo1_26_sc36	M_19W_embryo1_26_sc37	M_19W_embryo1_26_sc38	M_19W_embryo1_26_sc39	M_19W_embryo1_26_sc40	M_19W_embryo1_26_sc41	M_19W_embryo1_26_sc42	M_19W_embryo1_26_sc43	M_19W_embryo1_26_sc44	M_19W_embryo1_26_sc45	M_19W_embryo1_26_sc46	M_19W_embryo1_26_sc47	M_19W_embryo1_26_sc48	M_19W_embryo1_26_sc49	M_19W_embryo1_26_sc50
UTP15	17.04	0	37.25	0	23.44	0	38.56	0	95.11	24.24	8.24	64.63	31.66	22.75	0	1.79	0	2.58	25.13	2.11	0	38.75	0	0	82.42	31.41	30.61	0	0	19.05	0	1.19	17.79	0	26	3.24	59.68	54.58	117.71	1.56	0	89.25	37.21	0	1.72	1.16	24.96	82.76
UTP18	241.04	302.83	315.78	167.34	241.12	343.94	191.53	194.67	262.28	226.57	293.32	466.77	349.53	178.01	332.33	213.4	117.46	222.19	260.46	549.84	559.36	245.43	239.19	330.96	304.59	336.24	241.32	440.08	272.64	422.33	188.75	219.38	363.84	8.18	210.62	241.37	285.86	245.62	271.78	313.16	186.32	321.94	172.39	110.17	288.51	371.77	504.28	363.76
UTP20	7.3	2.28	0	88.23	43.54	80.61	1.29	80.24	0	67.44	60.97	0	68.39	0	0	21.52	0	20.67	25.13	27.49	24.71	0	56.5	33.95	16.13	25.86	0	11.66	36.27	6.35	196.46	0	0	0	26	6.48	0	1.61	6.92	1.56	65.1	0	73.17	43.65	48.08	9.29	64.91	42.34
UTP23	2.43	97.91	37.25	62.37	0	0	2.57	72.81	0	0	0	21.54	168.43	40.15	0	0	0	152.43	47.98	0	0	49.09	11.3	0	0	0	1.8	5.83	45.64	53.98	0	0	1.62	0	89.71	152.28	0	70.64	91.75	12.46	233.46	188.06	0	0	101.32	1.16	69.9	55.81
UTP3	0	0	0	0	0	42.99	0	0	0	71.66	0	3.59	0	2.68	0	0	0	0	0	0	8.99	0	0	79.21	0	0	0	0	0	0	55.86	0	0	0	1.3	0	0	0	34.62	0	0	0	13.64	0	0	0	0	0
UTP6	238.61	93.35	113.36	66.93	241.12	75.24	86.12	182.78	324.25	188.63	197.74	202.86	41.79	175.34	286.49	50.21	86.55	408.21	185.07	133.23	130.29	129.17	193.99	214.99	270.55	136.71	52.22	61.2	29.25	47.63	156.01	154.16	164.94	166.34	106.61	27.54	53.4	154.11	242.35	0	67.34	216.75	85.58	24.94	97.89	128.96	116.5	165.52
UTRN	29.22	0	4.86	1.52	43.54	252.58	275.08	37.15	38.91	77.98	6.59	48.47	91.18	136.52	0	52	114.37	144.68	134.8	118.43	24.71	42.63	135.61	0	179.17	0	163.88	134.06	140.42	257.21	127.12	58.11	87.32	0	107.91	35.64	172.77	44.95	15.58	0	58.36	165.75	120.3	68.6	209.51	9.29	51.59	80.83
UTS2	0	0	0	0	0	5.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTS2B	114.43	2.28	90.69	0	284.65	69.86	23.14	0	162.84	1.05	44.49	53.86	1.27	5.35	18.34	8.97	0	10.33	63.97	33.84	146.02	37.46	52.74	62.23	82.42	0	1.8	189.44	0	0	82.82	14.23	37.19	0	1.3	100.44	116.23	0	1.73	196.31	0	0	86.82	33.26	0	53.44	0	0
UTS2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTY	99.83	0	40.48	1.52	0	0	52.7	0	20.18	0	0	62.83	35.46	0	0	0	12.36	23.25	0	80.36	217.9	0	0	67.89	0	1.85	117.06	49.55	0	31.75	0	15.42	0	0	1.3	25.92	0	1.61	48.47	56.09	38.16	0	18.6	0	80.71	0	34.95	0
UVRAG	9.74	125.23	64.78	1.52	60.28	5.37	82.27	26.75	79.26	0	82.39	5.39	31.66	16.06	25.21	5.38	55.64	87.84	0	84.59	119.06	0	0	0	66.29	0	118.86	0	2.34	41.28	63.56	93.68	118.05	24.54	24.7	0	100.52	91.5	93.48	162.03	118.97	0	2.48	143.43	32.63	128.96	161.44	115.48
UVSSA	0	0	0	0	0	53.74	0	0	61.97	0	1.65	73.61	0	117.78	0	0	0	64.59	2.28	0	0	0	0	0	3.58	3.69	0	0	0	38.11	1.93	43.88	0	0	1.3	0	0	43.34	0	0	0	114.75	4.96	39.5	53.24	99.91	91.54	11.55
UXS1	60.87	239.08	93.92	4.56	73.68	96.73	185.1	173.86	164.29	5.27	575.1	64.63	25.33	95.03	61.88	172.15	327.64	266.11	310.73	285.49	240.37	117.55	92.29	96.18	121.84	258.64	131.46	84.52	31.59	12.7	115.56	67.59	118.05	98.17	135.21	200.87	144.5	155.72	147.14	361.46	74.08	321.94	228.2	120.56	66.97	108.05	173.09	155.9
UXT	112	2.28	150.6	197.76	6.7	75.24	119.54	245.19	70.61	259.23	294.96	143.62	79.78	131.17	171.9	59.18	46.36	103.35	294.73	0	85.36	258.34	156.32	161.24	430.01	144.1	99.05	49.55	139.25	66.68	161.79	88.94	129.37	76.35	53.3	356.39	172.77	221.54	289.09	221.24	2.24	60.56	11.16	249.44	303.96	232.36	93.2	198.24
UXT-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31	0	0	0	0
VAC14	53.56	38.71	0	9.13	0	0	47.56	0	0	0	21.42	37.7	0	80.31	0	60.97	105.09	2.58	0	0	26.96	5.17	32.02	48.09	43	103.46	1.8	8.74	0	25.4	63.56	73.52	42.04	0	32.5	63.18	0	0	43.28	0	0	66.94	81.85	76.91	72.13	27.88	23.3	0
VAC14-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP1	0	0	0	0	0	0	0	0	4.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73	6.5	0	0	0	0	15.58	15.71	0	0	0	0	0	0	0
VAMP2	206.96	125.23	309.3	334.67	251.17	300.95	246.8	175.35	360.28	74.82	133.48	323.15	297.61	335.95	2.29	234.92	265.83	144.68	116.52	196.67	370.66	195.05	195.87	254.59	84.21	81.29	279.13	180.7	17.55	244.51	242.68	218.19	215.07	239.97	244.42	137.7	175.91	104.35	211.19	296.02	255.9	70.13	199.68	274.39	187.19	212.61	371.13	275.22
VAMP3	314.08	148	121.45	57.81	83.72	10.75	433.19	69.84	36.03	230.78	166.43	53.86	54.46	107.08	64.17	60.97	364.74	74.93	105.1	179.75	130.29	164.05	54.62	257.42	211.42	266.03	64.83	154.47	190.73	9.53	171.42	174.32	135.84	139.07	250.92	205.73	50.26	166.96	88.28	109.06	195.3	47.81	109.14	35.34	34.35	188.21	156.44	140.5
VAMP4	24.35	79.69	56.68	51.72	97.12	0	115.69	44.58	0	8.43	103.81	52.06	21.53	104.4	22.92	0	102	74.93	13.71	0	60.65	152.42	75.34	14.14	66.29	140.41	18.01	69.95	35.1	6.35	154.08	46.25	40.43	68.17	37.7	85.86	138.22	141.27	1.73	17.14	143.67	3.19	19.84	120.56	17.17	254.43	36.61	142.42
VAMP5	241.04	18.22	61.54	51.72	70.33	139.73	154.25	38.64	0	0	138.42	16.16	35.46	60.23	0	0	83.46	0	2.28	31.72	69.64	76.21	0	84.86	200.67	55.42	1.8	314.76	0	0	179.12	11.86	98.64	2.73	0	85.86	0	0	24.24	0	2.24	9.56	18.6	122.64	3.43	85.97	59.91	69.29
VAMP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP8	46.26	66.03	134.41	13.69	0	5.37	155.54	56.47	154.2	86.41	125.24	150.8	50.66	133.85	87.09	1.79	6.18	178.27	91.39	0	65.15	51.67	50.85	5.66	28.67	238.32	50.42	5.83	246.9	50.81	250.39	1.19	1.62	16.36	3.9	51.84	216.75	41.74	57.13	9.35	4.49	0	85.58	14.55	125.36	1.16	199.71	46.19
VANGL1	0	2.28	1.62	0	0	0	87.41	38.64	125.38	1.05	54.38	70.01	24.06	40.15	13.75	154.22	0	0	141.65	0	62.9	2.58	13.18	2.83	34.04	0	52.22	0	1.17	0	53.93	0	25.87	0	26	0	62.83	30.5	36.35	0	33.67	0	28.53	51.97	121.93	15.1	53.26	0
VANGL2	0	0	0	0	0	96.73	0	0	0	0	24.72	0	37.99	0	0	0	0	0	0	0	0	0	15.07	0	41.21	0	14.41	0	0	9.53	0	21.35	0	0	0	0	28.27	0	0	0	0	0	0	29.1	0	0	3.33	0
VAPA	598.95	270.95	249.39	319.46	241.12	247.21	294.36	112.94	116.73	94.84	265.3	377	246.95	378.78	469.85	276.16	86.55	431.47	356.42	224.16	368.42	127.88	250.49	101.84	127.21	382.42	252.12	492.54	208.28	142.89	204.16	301.2	392.95	117.26	269.12	238.13	430.35	279.33	500.28	299.14	329.98	382.5	226.96	197.48	140.82	404.3	191.39	130.87
VAPB	0	154.83	71.25	31.95	80.37	440.68	96.41	129.28	116.73	115.92	98.87	25.13	97.51	124.48	11.46	82.49	98.91	173.1	27.42	48.64	139.28	12.92	80.99	90.52	25.08	75.75	102.65	58.29	105.31	3.18	102.08	78.27	95.41	174.52	52	51.84	0	195.85	129.83	21.81	44.9	73.31	55.81	91.46	0	70.87	1.66	209.78
VARS	138.78	0	0	13.69	0	69.86	48.85	0	0	125.4	112.05	98.74	0	36.14	0	53.8	89.64	59.42	0	162.84	51.67	0	92.29	0	1.79	0	0	110.75	14.04	215.93	190.68	20.16	0	0	40.3	0	0	0	29.43	6.23	38.16	3.19	31.01	10.39	63.54	31.37	0	0
VARS2	0	4.55	0	13.69	13.4	0	1.29	0	0	0	4.94	1.8	0	1.34	57.3	39.45	0	0	2.28	122.66	17.97	1.29	1.88	0	0	42.49	0	49.55	0	0	0	2.37	27.49	0	0	0	0	27.29	0	1.56	20.2	0	1.24	2.08	0	17.43	0	0
VASH1	0	0	30.77	0	0	0	1.29	22.29	63.41	1.05	32.96	1.8	1.27	4.02	0	0	0	31	0	2.11	0	0	13.18	2.83	0	1.85	23.41	2.91	1.17	0	3.85	1.19	108.34	0	0	0	15.71	0	0	0	2.24	0	0	0	0	0	0	0
VASH2	0	0	0	0	0	0	0	0	0	0	0	78.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.58	0	0	0	0	0	0	0	0
VASN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83	96.75	0	88.24	0	0	0	0	0	0	0	0	0	0	22.47	0	0	0	0	0	0	0	0	0	36.57
VASP	0	0	0	76.06	0	0	0	0	0	9.48	11.53	0	0	0	32.09	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68	0	0	0	0	0	0	0	0	6.42	5.19	0	2.24	0	0	0	0	0	0	0
VAT1	112	100.18	432.38	41.07	40.19	134.35	142.68	221.41	233.46	260.29	18.13	186.71	89.91	232.89	229.2	52	170	87.84	31.99	114.2	289.79	444.35	220.36	220.64	247.25	103.46	250.32	169.04	126.38	190.53	356.32	273.93	344.44	40.9	150.81	281.87	3.14	160.53	458.74	333.42	101.02	63.75	270.37	263.99	235.27	302.06	274.61	286.77
VAT1L	0	2.28	0	0	0	0	5.14	0	7.21	0	32.96	0	0	0	0	43.04	0	0	0	0	0	0	0	0	0	0	1.8	58.29	0	22.23	0	0	22.64	0	36.4	0	0	24.08	0	9.35	0	0	0	0	5.15	0	1.66	0
VAV1	0	0	0	18.25	0	0	0	0	60.53	0	0	0	0	6.69	0	0	0	0	0	0	56.16	1.29	3.77	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0	42.65	0	0	0	0	0	0	0
VAV2	187.48	29.6	0	0	0	102.11	0	52.01	4.32	1.05	0	39.5	0	18.74	0	0	0	2.58	0	38.07	6.74	49.09	0	0	48.38	57.27	46.82	46.63	92.44	0	0	1.19	0	0	24.7	0	0	1.61	72.71	1.56	2.24	0	0	20.79	1.72	1.16	68.24	0
VAV3	36.52	2.28	0	0	0	155.85	5.14	0	41.79	0	0	0	17.73	78.97	0	32.28	0	0	25.13	71.9	49.42	73.63	47.09	33.95	5.38	0	57.63	20.4	0	15.88	61.63	30.83	3.23	0	1.3	0	56.54	0	32.89	0	0	0	0	0	0	36.02	11.65	0
VAV3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX1	0	0	0	0	0	0	11.57	0	0	0	56.03	0	0	0	0	80.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7	0	0	0	0	0	0	0	0	0
VAX2	38.96	0	0	0	0	0	0	0	0	0	0	0	48.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VBP1	112	68.31	3.24	76.06	187.54	75.24	155.54	77.27	82.14	55.85	126.88	0	70.92	72.28	36.67	28.69	0	67.17	134.8	171.3	155	59.42	35.78	113.15	91.38	59.12	0	166.12	113.5	44.46	115.56	52.18	153.62	54.54	9.1	228.41	59.68	59.4	79.63	62.32	62.85	38.25	114.1	54.05	139.1	79	48.26	53.89
VCAM1	0	0	0	0	3.35	0	0	20.8	0	0	16.48	0	0	18.74	0	0	0	0	0	0	31.45	0	0	0	21.5	0	12.61	0	0	0	71.26	0	8.09	0	63.7	0	0	0	46.74	29.6	0	0	0	0	0	44.15	0	3.85
VCAN	0	0	0	0	0	75.24	53.99	0	40.35	0	0	16.16	12.66	0	0	73.52	0	80.09	0	0	0	0	0	0	10.75	0	25.21	0	0	0	0	0	0	0	0	0	0	0	1.73	1.56	0	0	16.12	43.65	0	0	0	63.51
VCL	17.04	22.77	157.08	0	0	16.12	32.14	0	18.73	12.65	26.37	0	21.53	0	75.63	1.79	0	134.35	13.71	0	0	23.25	5.65	0	68.08	42.49	23.41	0	16.38	0	13.48	54.55	11.32	0	0	3.24	47.12	0	53.66	115.29	15.71	92.44	66.97	0	0	92.94	0	0
VCP	297.04	334.71	456.67	222.1	646.33	139.73	258.37	405.68	204.64	504.77	257.06	149.01	94.98	286.43	485.9	120.15	432.74	320.37	315.3	224.16	172.98	271.26	323.95	265.9	236.5	615.2	304.35	151.55	421.25	409.63	244.61	129.26	350.91	155.43	266.52	340.19	430.35	231.17	372.18	366.14	231.21	168.94	275.33	303.49	281.64	429.86	193.06	500.4
VCPIP1	0	47.82	0	15.21	36.84	0	104.12	53.5	77.82	53.74	0	48.47	97.51	41.49	2.29	138.08	24.73	62.01	0	61.33	0	0	18.83	59.4	51.96	0	12.61	67.03	0	44.46	0	59.29	51.75	0	0	0	0	38.53	29.43	31.16	105.5	19.13	0	37.42	0	8.13	0	0
VCPKMT	0	13.66	1.62	147.56	0	0	0	52.01	0	34.78	0	32.31	26.59	0	0	0	0	2.58	0	59.21	0	49.09	0	0	3.58	11.08	45.02	23.32	0	0	13.48	0	37.19	0	0	0	18.85	0	51.93	14.02	6.73	44.63	0	33.26	0	23.24	9.99	48.12
VCX	17.04	4.55	37.25	21.3	73.68	32.24	65.56	22.29	96.55	0	19.77	132.85	5.07	13.38	2.29	306.65	21.64	31	6.85	63.44	29.2	20.67	28.25	56.58	0	1.85	90.04	102.01	0	12.7	102.08	2.37	67.92	130.89	0	55.08	6.28	88.29	79.63	93.48	24.69	0	0	12.47	0	0	0	13.47
VCX2	2.43	0	55.06	0	0	0	26.99	0	24.5	1.05	6.59	181.32	0	12.05	0	77.11	34	12.92	0	35.95	0	19.38	5.65	0	0	0	50.42	119.49	0	0	23.11	0	46.9	51.81	1.3	59.94	59.68	52.98	60.59	24.93	4.49	0	1.24	16.63	0	0	1.66	13.47
VCX3A	265.39	6.83	55.06	10.65	177.49	118.23	35.99	23.78	221.93	0	51.08	473.95	19	1.34	2.29	652.75	166.91	204.11	15.99	97.28	116.81	298.39	113	186.7	16.13	9.24	208.9	218.58	1.17	41.28	533.52	16.6	137.45	106.35	0	40.5	50.26	81.87	268.32	324.07	98.77	63.75	0	0	89.3	1.16	3.33	78.91
VCX3B	168	43.26	43.72	181.03	160.75	26.87	149.11	92.13	34.59	1.05	28.01	77.2	12.66	0	0	292.3	61.82	64.59	50.26	114.2	170.73	100.75	54.62	198.01	0	9.24	232.31	131.15	1.17	6.35	115.56	2.37	210.22	114.53	0	50.22	40.84	104.35	199.07	74.79	87.55	9.56	1.24	54.05	32.63	1.16	0	25.02
VCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC1	199.65	0	85.83	1.52	33.49	69.86	65.56	0	1.44	29.51	209.28	26.93	72.19	107.08	2.29	50.21	129.82	0	0	143.8	35.94	20.67	118.65	50.92	164.84	53.58	32.42	0	12.87	206.4	55.86	5.93	48.51	0	75.41	9.72	40.84	30.5	0	101.27	105.5	0	0	51.97	1.72	45.31	0	148.2
VDAC2	182.61	380.24	429.14	281.43	395.17	123.6	230.09	261.54	112.41	198.11	377.36	186.71	436.91	472.47	527.15	265.4	102	209.27	219.34	329.9	318.99	131.76	314.53	118.81	508.84	40.64	167.48	510.03	217.65	317.54	208.01	119.77	223.16	482.66	226.22	48.6	656.52	298.59	219.85	554.66	226.72	774.57	122.78	199.55	290.22	335.75	154.78	425.34
VDAC3	253.22	264.12	377.32	126.26	247.82	209.59	439.61	436.88	217.61	550.08	441.62	375.21	368.52	334.61	389.63	297.68	417.28	222.19	246.75	205.13	177.47	192.47	318.3	161.24	189.92	389.81	241.32	396.37	559.33	489.02	252.31	50.99	90.56	2.73	130.01	184.67	219.89	345.15	249.28	113.74	523.03	337.88	282.77	212.03	108.19	316	379.46	217.48
VDR	0	0	0	0	0	0	0	0	36.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEGFA	41.39	0	0	0	23.44	0	0	0	0	0	0	0	0	0	0	0	3.09	0	0	0	0	0	0	0	0	84.98	12.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEGFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.53	0	0	0	0	0	0	0	4.67	0	0	0	0	0	0	23.3	0
VEGFC	0	0	0	0	0	0	0	0	0	0	37.9	0	0	36.14	22.92	0	0	0	2.28	0	0	0	0	0	0	0	30.61	67.03	1.17	0	0	0	29.11	0	0	0	0	0	0	0	2.24	0	0	0	0	0	0	61.59
VENTX	0	0	0	0	23.44	0	2.57	0	8.65	89.57	0	0	6.33	0	0	1.79	0	0	0	0	0	0	0	0	0	0	0	8.74	2.34	50.81	0	0	0	0	3.9	1.62	0	0	0	0	0	0	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0	0	0	0	0	0	0	0	26.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEPH1	0	0	46.96	0	0	0	1.29	0	0	0	0	19.75	0	0	0	0	3.09	0	0	0	0	0	67.8	16.97	0	1.85	0	0	0	0	0	0	16.17	2.73	0	32.4	0	48.16	50.2	0	0	0	32.25	0	25.76	0	0	117.4
VEZF1	214.26	68.31	84.21	24.34	60.28	0	132.4	355.15	90.79	0	82.39	66.42	97.51	52.2	107.72	200.84	0	0	130.23	137.46	119.06	99.46	54.62	110.32	12.54	59.12	111.65	139.89	1.17	0	119.41	85.38	29.11	327.23	153.41	102.06	87.96	117.19	119.44	163.59	22.45	0	90.54	143.43	65.26	36.02	64.91	11.55
VEZT	0	0	19.43	95.84	0	0	5.14	2.97	0	36.88	0	78.99	0	36.14	6.88	0	0	0	0	0	0	0	0	0	51.96	11.08	0	5.83	14.04	0	0	11.86	45.28	0	1.3	4.86	3.14	0	0	0	2.24	0	0	22.87	0	0	0	0
VGF	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.26	0	0
VGLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGLL2	0	0	0	0	0	0	12.85	0	0	0	0	0	0	0	0	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGLL3	0	0	1.62	1.52	10.05	0	0	0	4.32	0	0	0	0	0	0	0	0	0	0	0	0	0	28.25	0	0	0	5.4	0	0	0	55.86	0	0	0	0	0	0	0	6.92	0	0	0	0	0	1.72	0	0	0
VGLL4	0	0	55.06	0	103.82	5.37	106.69	50.52	60.53	0	0	34.11	0	82.98	0	0	0	0	166.79	0	0	0	0	93.35	0	62.81	91.84	78.69	0	66.68	213.79	0	38.81	209.97	54.6	0	0	38.53	0	35.83	42.65	19.13	0	2.08	58.39	90.62	59.91	0
VHL	31.65	2.28	61.54	22.82	30.14	102.11	1.29	4.46	99.44	42.15	56.03	26.93	150.7	8.03	0	3.59	6.18	67.17	63.97	0	0	6.46	33.9	2.83	12.54	27.71	79.24	29.14	12.87	82.56	67.41	15.42	67.92	19.09	0	66.42	0	1.61	121.18	37.39	0	0	37.21	70.68	36.06	26.72	9.99	96.23
VHLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VILL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.27	0	2.28	0	0	0	1.88	0	0	0	0	2.91	0	0	0	0	0	0	1.3	38.88	0	0	12.12	0	0	3.19	2.48	2.08	0	0	0	0
VIM	124.17	116.12	281.77	1.52	237.77	53.74	172.25	52.01	0	56.9	56.03	105.92	13.93	20.08	137.52	186.5	194.73	124.01	189.63	372.2	119.06	80.09	114.89	319.65	340.42	40.64	162.08	125.32	49.15	88.91	221.5	205.15	63.07	2.73	390.03	150.66	21.99	147.69	5.19	17.14	49.39	0	59.53	137.19	39.5	52.28	94.86	65.44
VIM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0
VIMP	345.74	357.48	270.44	222.1	388.47	220.34	416.48	309.09	119.61	364.61	138.42	289.04	183.63	420.27	440.06	166.77	306.01	392.71	6.85	84.59	413.34	320.35	218.48	76.38	261.59	199.53	81.04	440.08	227.01	415.98	36.59	575.13	320.18	0	352.33	272.15	245.02	231.17	100.4	347.44	417.53	286.88	275.33	249.44	379.52	386.87	194.72	307.94
VIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIPAS39	0	0	32.39	21.3	0	26.87	159.39	38.64	112.41	32.67	19.77	28.72	0	81.65	13.75	32.28	95.82	113.68	36.56	0	47.18	64.59	84.75	161.24	159.46	29.56	14.41	171.95	1.17	187.35	84.75	129.26	1.62	40.9	76.71	50.22	6.28	48.16	43.28	42.07	4.49	0	0	31.18	75.56	106.88	14.98	69.29
VIPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIPR1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIPR2	2.43	0	0	0	6.7	257.96	0	0	2.88	0	13.18	0	0	0	0	44.83	55.64	25.84	0	0	49.42	0	0	2.83	0	12.93	0	0	1.17	3.18	40.45	3.56	1.62	2.73	10.4	0	6.28	0	74.44	0	0	0	16.12	0	6.87	1.16	0	0
VIT	0	0	0	0	0	0	131.11	0	0	0	0	25.13	0	57.55	0	50.21	0	0	0	0	0	0	0	0	0	0	46.82	0	0	0	0	0	0	0	0	0	0	0	77.9	0	80.81	0	0	0	0	1.16	0	11.55
VKORC1	21.91	0	1.62	111.05	23.44	10.75	46.28	139.68	36.03	257.13	1.65	0	115.24	179.35	66.47	0	0	0	38.84	65.56	166.24	1.29	22.6	0	55.54	0	1.8	0	263.28	165.12	1.93	14.23	176.26	0	33.8	132.84	223.03	43.34	57.13	1.56	6.73	114.75	62.01	51.97	5.15	76.68	0	92.38
VKORC1L1	0	2.28	0	1.52	0	0	0	0	0	0	1.65	0	0	0	2.29	62.76	0	28.42	0	25.38	0	24.54	1.88	2.83	3.58	0	0	67.03	35.1	31.75	1.93	0	1.62	2.73	0	0	0	1.61	3.46	0	0	0	0	0	0	0	1.66	13.47
VLDLR	0	0	0	0	23.44	10.75	52.7	0	0	0	0	0	0	0	0	0	0	103.35	0	0	0	0	0	0	0	0	3.6	5.83	0	0	1.93	0	0	0	3.9	0	0	0	0	4.67	0	0	1.24	6.24	0	0	0	0
VLDLR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.85	37.39	0	0	0	0	0	0	0	0
