Gene	M_19W_embryo2_103_sc1	M_19W_embryo2_103_sc2	M_19W_embryo2_103_sc3	M_19W_embryo2_103_sc4	M_19W_embryo2_103_sc5	M_19W_embryo2_103_sc6	M_19W_embryo2_103_sc7	M_19W_embryo2_103_sc8	M_19W_embryo2_103_sc9	M_19W_embryo2_103_sc10	M_19W_embryo2_103_sc11	M_19W_embryo2_103_sc12	M_19W_embryo2_103_sc13	M_19W_embryo2_103_sc14	M_19W_embryo2_103_sc15	M_19W_embryo2_103_sc16	M_19W_embryo2_103_sc17	M_19W_embryo2_103_sc18	M_19W_embryo2_103_sc19	M_19W_embryo2_103_sc20	M_19W_embryo2_103_sc21	M_19W_embryo2_103_sc22	M_19W_embryo2_103_sc23	M_19W_embryo2_103_sc24	M_19W_embryo2_103_sc25	M_19W_embryo2_103_sc26	M_19W_embryo2_103_sc27	M_19W_embryo2_103_sc28	M_19W_embryo2_103_sc29	M_19W_embryo2_103_sc30	M_19W_embryo2_103_sc31	M_19W_embryo2_103_sc32	M_19W_embryo2_103_sc33	M_19W_embryo2_103_sc34	M_19W_embryo2_103_sc35	M_19W_embryo2_103_sc36	M_19W_embryo2_103_sc37	M_19W_embryo2_103_sc38	M_19W_embryo2_103_sc39	M_19W_embryo2_103_sc40	M_19W_embryo2_103_sc41	M_19W_embryo2_103_sc42	M_19W_embryo2_103_sc43	M_19W_embryo2_103_sc44	M_19W_embryo2_103_sc45	M_19W_embryo2_103_sc46	M_19W_embryo2_103_sc47	M_19W_embryo2_103_sc48	M_19W_embryo2_103_sc49	M_19W_embryo2_103_sc50
TARBP2	17.65	42.87	1.5	2.14	0	0	0	0	1.23	15.13	32.97	3.31	0	1.98	0	102.44	0	42.1	2.06	0	36.77	0	0	0	0	0	0	153.67	2.93	10.36	0	50.65	59.66	0	73.66	8.47	49.66	0	60.8	0	50.86	154.36	0	21.04	0	0	86.6	41.43	0	0
TARDBP	208.32	229.33	283.77	435.27	202.17	117.64	191.2	177.89	116.4	112.63	116.48	482.85	302.77	113.14	80.31	21.41	170.95	21.89	160.31	55.97	115.32	181.08	0	293.89	177.46	382.62	92.26	189.13	219.92	131.19	334.2	0	85.77	0	218.74	237.16	9.93	182.22	125.4	27.21	43.59	270.82	98.77	206.2	122.34	0	28.34	174.92	92.68	98.27
TARID	0	0	0	0	0	8.71	0	0	0	0	0	0	0	0	0	0	0	0	12.33	0	0	0	0	0	0	0	13.57	0	0	0	0	0	0	0	0	0	0	15.75	0	0	0	0	20.64	0	0	0	0	6.14	0	0
TARM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARS	222.45	90.02	66.06	158.67	303.26	148.13	158.34	381.95	197.26	142.88	192.3	62.84	141.92	131.01	0	22.93	73.99	324.99	289.79	139.92	101.95	373.72	0	182.69	118.31	230.44	255.07	205.67	149.54	65.59	111.4	202.61	201.37	0	267.84	72.84	225.61	62.99	129.2	289.07	118.06	0	120.89	244.08	194.15	159.06	67.7	159.58	142.11	167.47
TARS2	0	10.72	0	0	3.89	0	1.49	0	1.23	0	30.77	0	0	0	115.35	0	12.76	0	0	0	58.49	0	0	0	4.23	2.17	0	2.36	17.59	22.44	43.59	0	57.8	0	0	0	110.68	44.99	15.2	3.4	65.39	50.52	10.32	0	2.66	28.07	37.79	0	0	38.75
TARSL2	0	2.14	60.06	173.68	0	93.67	71.7	0	7.35	0	3.3	76.07	1.58	1.98	0	0	91.85	0	0	0	0	0	0	0	215.49	0	94.97	56.74	0	5.18	0	2.53	0	0	13.39	0	148.99	0	41.8	0	0	18.24	48.65	37.87	0	0	20.47	0	22.66	74.74
TAS1R1	0	0	0	0	0	28.32	0	5.23	0	0	8.79	0	23.65	0	0	0	0	0	0	0	0	0	0	0	0	80.44	0	37.83	0	0	0	0	57.8	0	0	0	12.77	0	0	190.45	0	174	0	0	0	0	31.49	0	0	83.04
TAS1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R20	1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	0	0
TAS2R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0	0	45.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASP1	1.77	0	9.01	42.88	0	74.07	0	1.74	0	0	59.34	49.61	0	0	35.04	41.28	96.95	6.74	24.66	0	31.75	67.42	0	174.75	63.38	0	2.71	0	149.54	0	53.28	103.84	46.61	0	62.5	13.55	2.84	6.75	72.2	102.02	83.55	0	45.7	0	0	87.33	15.74	0	51.49	0
TAT	0	0	0	0	3.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46	0	0	0	0	0	30.4	0	0	0	0	0	0	0	0	0	0	0
TAT-AS1	0	0	0	0	0	13.07	0	0	0	0	25.27	0	0	13.89	0	0	0	0	0	0	0	0	0	0	0	0	13.57	0	0	0	0	0	5.59	0	4.46	0	0	0	0	23.81	0	0	0	0	0	0	0	0	0	0
TATDN1	21.19	231.48	93.09	87.91	54.43	45.75	119.5	59.3	88.22	92.45	39.56	26.46	230.23	91.31	11.68	70.33	170.95	159.97	43.16	111.94	56.82	107.88	0	87.37	71.83	76.09	246.92	42.55	187.66	25.89	121.09	48.12	68.99	0	33.48	93.17	173.11	105.73	239.41	0	41.77	81.39	30.96	61.02	39.89	71.73	23.62	33.76	100.92	13.84
TATDN2	0	2.14	0	30.02	0	2.18	0	57.55	0	62.2	75.82	0	1.58	9.92	23.36	0	0	21.89	2.06	0	0	0	0	71.49	0	39.13	0	0	0	32.8	0	0	39.16	0	0	37.27	0	0	0	0	0	21.05	0	27.35	0	0	0	0	0	0
TATDN3	3.53	2.14	1.5	0	0	4.36	37.34	0	1.23	1.68	57.14	62.84	145.08	1.98	48.18	42.81	0	168.39	53.44	132.29	75.21	0	0	0	371.82	239.14	0	89.83	55.71	44.88	0	2.53	139.84	0	0	1.69	124.87	49.49	49.4	210.85	54.49	0	107.62	113.62	0	31.19	166.9	13.81	2.06	1.38
TAX1BP1	162.42	171.46	548.03	233.72	598.75	222.2	705.06	626.12	332.04	127.75	499.98	469.62	870.46	460.51	554.84	298.15	568.97	276.16	480.92	228.96	93.59	410.32	11655.01	830.05	152.11	215.22	303.91	411.35	369.46	490.23	72.65	453.34	298.32	0	363.82	572.57	522.18	582.66	467.42	785.59	150.75	451.84	288.94	345.07	699.47	614.42	604.6	240.9	325.41	181.31
TAX1BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	0	0	0	0	0	0	23.9	0	0	0	0	0	0	0	0	0	7.65	0	0	53.43	0	0	0	0	0	0	0	0	0	0	0	0	1.86	0	2.23	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0
TBATA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D1	257.76	15	40.54	51.46	58.32	104.57	22.41	151.73	199.71	117.67	73.62	82.68	42.58	51.61	153.31	117.73	81.65	70.72	2.06	109.39	0	30.82	0	3.97	207.04	328.27	97.68	99.29	58.64	117.38	135.62	202.61	44.75	0	176.33	303.23	180.21	107.98	311.61	278.87	232.48	40.69	144.47	178.85	255.32	15.59	70.85	58.31	88.56	70.59
TBC1D10A	88.27	0	25.52	57.89	0	0	32.86	52.32	71.06	28.58	0	82.68	34.69	95.28	0	1.53	0	102.72	121.26	0	0	0	0	107.23	0	0	51.56	0	0	22.44	164.68	0	27.97	0	0	143.99	0	20.25	34.2	0	30.88	0	4.42	0	0	37.43	0	72.12	35.01	0
TBC1D10B	70.62	8.57	85.58	15.01	0	37.03	0	48.83	0	63.88	91.2	95.91	36.27	91.31	11.68	36.7	0	0	0	0	0	25.04	0	0	0	110.87	2.71	63.83	0	0	72.65	0	46.61	0	62.5	128.74	31.22	42.74	0	187.04	3.63	0	30.96	21.04	0	0	132.26	124.29	98.86	4.15
TBC1D10C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D12	0	0	0	0	116.64	0	115.02	99.41	128.65	68.92	26.37	99.22	0	33.74	0	45.87	0	33.68	84.26	94.13	0	57.79	0	7.94	0	71.74	51.56	0	41.05	1.73	0	245.66	1.86	0	66.96	0	85.14	0	95	30.61	0	43.5	7.37	0	106.38	43.66	0	32.22	0	37.37
TBC1D13	1.77	0	0	0	0	0	0	0	0	5.04	0	0	0	0	36.5	0	45.93	0	0	0	56.82	44.31	0	0	0	2.17	0	0	0	29.35	0	75.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.96	0	0	27.68
TBC1D14	0	57.87	0	0	0	0	0	47.09	0	0	75.82	0	0	0	0	0	0	0	2.06	0	0	0	0	0	0	0	0	0	23.46	0	0	15.2	0	0	0	0	0	0	0	0	0	4.21	57.49	6.31	0	81.09	31.49	0	8.24	0
TBC1D15	5.3	12.86	184.68	8.58	62.21	30.5	16.43	153.48	0	47.07	116.48	89.29	41	89.32	131.41	134.55	0	111.14	67.82	22.9	1.67	125.21	0	91.35	240.84	28.26	48.84	68.56	14.66	67.32	43.59	22.79	89.5	0	71.42	135.52	194.4	179.97	129.2	78.22	170.73	145.94	141.52	8.42	5.32	62.38	132.26	70.58	10.3	29.07
TBC1D16	0	0	213.2	77.19	108.86	39.21	0	22.67	11.03	87.41	0	0	14.19	0	0	0	0	0	0	0	61.84	48.16	0	83.4	0	0	0	2.36	0	239.94	0	37.99	9.32	0	71.42	0	0	0	3.8	122.43	0	0	0	170.43	26.6	3.12	59.83	1.53	142.11	200.69
TBC1D17	0	0	0	6.43	0	10.89	0	0	0	0	12.09	0	0	0	29.2	18.35	38.27	13.47	0	0	6.69	5.78	0	0	38.03	0	0	0	32.25	25.89	0	30.39	7.46	0	0	0	5.68	0	0	0	0	0	8.85	25.25	77.13	21.83	0	0	20.6	0
TBC1D19	0	40.72	0	90.06	0	0	0	0	30.63	121.03	0	9.92	0	0	0	30.58	0	45.47	0	20.35	0	0	0	0	0	0	0	0	0	53.51	0	60.78	54.07	0	0	0	51.08	0	11.4	0	0	0	11.79	0	0	0	0	0	0	0
TBC1D2	1.77	21.43	21.02	162.96	0	0	0	0	0	0	0	181.9	17.35	0	18.98	0	0	26.94	0	0	15.04	77.06	0	0	169.01	0	0	2.36	0	67.32	0	0	1.86	0	0	1.69	0	0	0	0	56.3	0	0	31.56	0	0	34.64	18.41	0	0
TBC1D20	176.55	15	72.07	60.04	0	58.82	0	263.35	8.58	70.6	36.26	0	18.92	11.91	20.44	35.17	61.23	0	0	132.29	0	1.93	0	0	0	47.83	0	0	49.85	0	116.24	0	13.05	0	2.23	13.55	153.25	0	83.6	0	221.59	95.42	45.7	71.54	324.47	53.02	17.32	62.91	0	17.99
TBC1D21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D22A	26.48	139.31	63.06	0	0	8.71	0	13.95	0	0	0	0	1.58	17.86	64.24	126.9	73.99	0	0	0	18.38	0	0	158.86	0	80.44	0	0	0	0	0	210.21	0	0	0	3.39	63.85	0	19	0	14.53	25.26	30.96	0	95.74	0	0	19.95	47.37	0
TBC1D22A-AS1	0	0	0	0	3.89	0	0	0	0	0	0	0	0	1.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	1.38
TBC1D22B	28.25	27.86	91.59	55.75	77.76	26.14	55.27	80.23	6.13	0	49.45	0	1.58	119.1	99.29	6.12	35.72	80.83	207.58	0	51.81	148.33	0	3.97	16.9	41.31	8.14	0	87.97	32.8	4.84	20.26	16.78	0	51.34	8.47	0	11.25	79.8	0	41.77	51.92	60.44	16.83	140.96	0	26.77	27.62	20.6	91.35
TBC1D23	75.91	49.3	40.54	0	66.1	39.21	134.44	0	73.51	115.99	29.67	201.74	118.27	67.49	116.81	42.81	66.34	170.07	55.49	0	63.51	0	6993.01	55.6	0	50	56.98	42.55	93.83	24.17	169.52	68.38	104.41	0	29.02	98.25	29.8	4.5	76	112.23	0	74.37	35.38	0	0	43.66	25.19	18.41	10.3	76.12
TBC1D24	0	0	0	0	0	0	0	0	1.23	0	14.29	0	0	7.94	103.67	0	35.72	0	2.06	0	0	0	0	0	0	0	0	0	2.93	3.45	0	0	0	0	0	1.69	0	2.25	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D25	40.61	0	25.52	30.02	108.86	0	2.99	43.6	0	0	10.99	0	26.81	0	59.86	0	0	1.68	0	213.7	31.75	65.5	0	0	0	0	0	0	114.36	105.3	33.9	63.32	95.09	0	17.86	0	25.54	20.25	34.2	0	70.83	0	0	0	0	62.38	0	6.14	76.2	0
TBC1D26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D28	0	0	0	0	0	15.25	0	0	0	0	0	0	25.23	0	0	0	0	0	0	15.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0	0	0	0	0	0	0	0
TBC1D29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D2B	33.54	0	0	6.43	62.21	10.89	41.83	1.74	1.23	168.1	4.4	0	1.58	0	0	91.74	0	0	0	0	0	0	0	7.94	21.13	0	0	4.73	0	3.45	87.18	0	0	0	0	0	0	2.25	68.4	0	114.43	0	98.77	0	0	0	37.79	52.17	0	0
TBC1D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D30	1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.27	52.2	88.37	0	0	0	0	0	0	0	0	73.29	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0
TBC1D31	19.42	0	66.06	0	50.54	41.39	0	3.49	41.66	0	9.89	102.52	12.62	0	0	16.82	33.17	0	0	0	0	73.2	0	0	283.09	0	2.71	0	0	0	0	5.07	78.31	0	0	0	0	0	7.6	3.4	138.04	36.48	0	0	0	106.04	18.89	47.57	47.37	0
TBC1D32	0	0	24.02	2.14	0	8.71	0	0	1.23	30.26	14.29	0	25.23	0	46.72	103.97	63.79	33.68	43.16	0	0	0	0	0	0	0	192.66	26	0	0	87.18	2.53	9.32	0	0	138.91	55.34	0	0	3.4	0	172.6	0	79.96	0	0	7.87	101.27	2.06	105.19
TBC1D3B	0	0	0	0	0	0	0	0	0	0	0	69.45	0	0	0	6.12	0	0	0	0	1.67	0	0	0	0	0	10.85	0	8.8	0	0	0	0	0	0	0	2.84	0	57	0	0	0	0	0	0	3.12	0	0	0	0
TBC1D3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P1-DHX40P1	0	0	0	0	0	8.71	0	0	0	0	0	0	36.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P2	0	2.14	0	0	0	0	0	0	0	0	0	0	0	0	42.34	0	0	0	0	0	0	0	0	0	0	0	8.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D4	61.79	0	54.05	0	0	0	0	64.53	0	70.6	96.7	16.54	31.54	0	4.38	25.99	0	84.19	0	89.04	0	0	0	0	0	43.48	0	23.64	2.93	32.8	67.81	0	0	0	0	0	70.95	87.74	60.8	176.84	16.35	0	0	185.16	2.66	37.43	23.62	50.64	0	0
TBC1D5	330.14	282.91	165.16	4.29	73.87	113.28	189.71	22.67	36.76	233.66	160.43	0	282.27	121.08	78.85	99.38	127.57	208.8	67.82	50.88	140.39	144.48	0	142.98	177.46	480.45	339.18	373.52	96.76	39.7	188.9	164.62	55.94	0	241.06	233.77	262.51	195.72	41.8	23.81	30.88	43.5	56.02	96.79	135.64	65.5	247.19	110.48	90.62	379.23
TBC1D7	42.37	55.73	52.55	4.29	97.2	4.36	147.88	0	46.56	163.05	63.73	85.99	37.85	61.53	0	67.27	58.68	31.99	104.82	71.23	0	0	0	3.97	109.86	43.48	108.54	33.1	0	0	33.9	106.37	137.98	0	0	164.32	99.33	2.25	41.8	108.83	123.51	60.34	29.48	2.1	0	168.42	53.53	46.03	74.14	0
TBC1D8	47.67	0	1.5	195.12	0	26.14	82.16	149.99	50.23	6.72	26.37	52.92	29.96	0	1.46	0	0	0	0	0	10.03	0	0	0	0	36.96	0	7.09	43.98	15.54	48.43	2.53	26.1	0	2.23	0	0	40.49	0	13.6	0	84.19	29.48	109.41	234.04	3.12	96.04	0	18.54	0
TBC1D8B	0	0	0	0	0	0	0	0	74.74	0	0	0	15.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.28	0	0	71.97
TBC1D9	0	0	0	0	27.22	0	47.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.82	0	0	0	0	0	0	0	0	92.23	38.24	0	0	0	0	0	0	87.77	0	0	0	0	0
TBC1D9B	37.07	0	0	0	0	17.43	19.42	48.83	28.18	0	0	0	0	3.97	94.91	1.53	0	6.74	0	0	33.43	0	0	139	0	0	35.27	47.28	0	15.54	96.87	0	44.75	0	6.7	71.15	1.42	0	0	3.4	69.02	32.27	0	4.21	0	0	3.15	0	2.06	38.75
TBCA	109.46	2.14	112.61	107.21	7.78	32.68	8.96	174.41	0	371.5	106.59	135.6	86.73	3.97	5.84	120.79	288.31	203.75	497.37	22.9	93.59	381.42	0	0	498.58	186.96	86.83	134.75	0	145	67.81	65.85	134.25	0	214.27	11.86	418.59	188.97	30.4	136.03	174.36	523.41	185.75	29.46	103.72	56.14	25.19	76.72	37.07	121.8
TBCB	303.66	197.18	971.43	135.08	136.08	257.06	379.42	402.88	472.94	292.49	571.4	373.71	610.27	553.8	540.23	541.26	1362.46	227.33	522.03	142.47	740.37	144.48	0	285.95	261.97	308.7	409.73	274.23	416.38	469.52	363.26	701.54	583.6	0	787.9	577.65	747.79	515.17	121.6	380.89	247.01	534.63	321.38	241.97	577.13	196.49	612.47	583.08	354.24	243.59
TBCC	0	55.73	36.03	96.49	0	0	0	155.22	4.9	0	71.43	175.28	20.5	0	46.72	27.52	102.06	0	4.11	173	123.67	0	0	11.91	0	6.52	127.53	78.01	2.93	50.06	116.24	101.31	104.41	0	0	0	1.42	58.49	34.2	0	29.06	67.36	2.95	2.1	0	46.78	0	3.07	47.37	5.54
TBCCD1	38.84	4.29	12.01	0	3.89	28.32	35.85	0	33.08	15.13	73.62	16.54	4.73	65.5	23.36	97.85	51.03	122.92	39.05	15.26	40.11	13.48	0	7.94	0	2.17	97.68	99.29	0	0	53.28	32.92	123.06	0	2.23	71.15	56.76	13.5	0	10.2	128.96	82.79	0	69.44	31.91	0	33.06	21.48	63.85	0
TBCD	10.59	111.45	4.5	17.15	3.89	54.46	153.86	22.67	0	257.19	19.78	85.99	66.23	15.88	32.12	85.62	38.27	52.2	4.11	45.79	25.07	152.18	0	202.55	4.23	136.96	0	66.19	325.48	20.71	121.09	5.07	18.65	0	84.82	242.24	51.08	42.74	76	0	21.8	53.32	113.51	90.48	37.23	9.36	107.06	9.21	181.24	149.48
TBCE	12.36	8.57	133.63	4.29	0	0	19.42	0	0	0	5.49	0	6.31	5.95	2.92	1.53	7.65	33.68	0	0	0	5.78	0	166.8	8.45	0	0	7.09	8.8	0	9.69	0	1.86	0	8.93	0	0	4.5	0	23.81	1.82	23.85	0	2.1	0	0	0	62.91	4.12	0
TBCEL	0	0	1.5	55.75	0	0	0	0	0	85.73	1.1	0	1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	54.27	0	0	1.73	0	58.25	0	0	0	0	8.51	0	0	0	0	47.71	5.9	0	0	81.09	0	0	0	0
TBCK	0	6.43	0	32.16	58.32	50.1	0	0	26.95	0	3.3	0	12.62	0	36.5	0	219.42	85.88	2.06	2.54	8.36	19.26	0	99.29	8.45	0	252.35	59.1	0	0	101.71	0	195.78	0	26.78	0	22.7	0	0	159.84	0	26.66	79.61	27.35	85.11	0	33.06	23.02	0	15.22
